NatDex;Pokemon;HP;Atk;Def;SpA;SpD;Spe;Total;Type I;Type II;Ability I;Ability II;Hidden Ability;EV Worth;Gender;Egg Group I;Egg Group II;Catch;Evolve;
725;Litten;45;65;40;60;40;70;320.0;Fire;N/A;Blaze;N/A;Intimidate;1 Spd;M (87.5%);Field;N/A;45;N/A;
726;Torracat;65;85;50;80;50;90;420.0;Fire;N/A;Blaze;N/A;Intimidate;2 Spd;M (87.5%);Field;N/A;45;Level 17;
727;Incineroar;95;115;90;80;90;60;530.0;Fire;Dark;Blaze;N/A;Intimidate;3 Atk;M (87.5%);Field;N/A;45;Level 34;
728;Popplio;50;54;54;66;56;40;320.0;Water;N/A;Torrent;N/A;Liquid Voice;1 SpA;M (87.5%);Water 1;Field;45;N/A;
729;Brionne;60;69;69;91;81;50;420.0;Water;N/A;Torrent;N/A;Liquid Voice;2 SpA;M (87.5%);Water 1;Field;45;Level 17;
730;Primarina;80;74;74;126;116;60;530.0;Water;Fairy;Torrent;N/A;Liquid Voice;3 SpA;M (87.5%);Water 1;Field;45;Level 34;
731;Pikipek;35;75;30;30;30;65;265.0;Normal;Flying;Keen Eye;Skill Link;Pickup;1 Atk;Neutral;Flying;N/A;255;N/A;
732;Trumbeak;55;85;50;40;50;75;355.0;Normal;Flying;Keen Eye;Skill Link;Pickup;2 Atk;Neutral;Flying;N/A;120;Level 14;
733;Toucannon;80;120;75;75;75;60;485.0;Normal;Flying;Keen Eye;Skill Link;Sheer Force;3 Atk;Neutral;Flying;N/A;45;Level 28;
734;Yungoos;48;70;30;30;30;45;253.0;Normal;N/A;Stakeout;Strong Jaw;Adaptability;1 Atk;Neutral;Field;N/A;255;N/A;
735;Gumshoos;88;110;60;55;60;45;418.0;Normal;N/A;Stakeout;Strong Jaw;Adaptability;2 Atk;Neutral;Field;N/A;127;Level 20, Day;
736;Grubbin;47;62;45;55;45;46;300.0;Bug;N/A;Swarm;N/A;N/A;1 Atk;Neutral;Bug;N/A;255;N/A;
737;Charjabug;57;82;95;55;75;36;400.0;Bug;N/A;Battery;N/A;N/A;2 Def;Neutral;Bug;N/A;120;Level 20;
738;Vikavolt;77;70;90;145;75;43;500.0;Bug;Electric;Levitate;N/A;N/A;3 SpA;Neutral;Bug;N/A;45;Magnet Field or Thunderstone;
739;Crabrawler;47;82;57;42;47;63;338.0;Fighting;N/A;Hyper Cutter;Iron Fist;Anger Point;1 Atk;Neutral;Water 3;N/A;255;N/A;
740;Crabominable;97;132;77;62;67;43;478.0;Fighting;Ice;Hyper Cutter;Iron Fist;Anger Point;2 Atk;Neutral;Water 3;N/A;60;Level up in Mount Lanakila;
740;Mega Crabominable;97;157;122;62;107;33;578.0;Fighting;Ice;Iron Fist;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
741;Baile Oricorio;75;70;70;98;70;93;476.0;Fire;Flying;Dancer;N/A;N/A;2 SpA;F (75%);N/A;N/A;N/A;N;
741;Pa'u Oricorio;75;70;70;98;70;93;476.0;Psychic;Flying;Dancer;N/A;N/A;2 SpA;F (75%);N/A;N/A;N/A;N;
741;Pom Oricorio;75;70;70;98;70;93;476.0;Electric;Flying;Dancer;N/A;N/A;2 SpA;F (75%);Flying;N/A;45;N;
741;Sen. Oricorio;75;70;70;98;70;93;476.0;Ghost;Flying;Dancer;N/A;N/A;2 SpA;F (75%);N/A;N/A;N/A;N;
742;Cutiefly;40;45;40;55;40;84;304.0;Bug;Fairy;Honey Gather;Sheild Dust;Sweet Veil;1 Spd;Neutral;Bug;Fairy;190;N/A;
743;Ribombee;60;55;60;95;70;124;464.0;Bug;Fairy;Honey Gather;Sheild Dust;Sweet Veil;2 Spd;Neutral;Bug;Fairy;75;Level 25;
744;Dusk Rockruff;45;65;40;30;40;60;280.0;Rock;N/A;Own Tempo;N/A;N/A;1 Atk;Neutral;N/A;N/A;N/A;N/A;
744;Rockruff;45;65;40;30;40;60;280.0;Rock;N/A;Keen Eye;Vital Spirit;Steadfast;1 Atk;Neutral;Field;N/A;190;N/A;
745;Day Lycanroc;75;115;65;55;65;112;487.0;Rock;N/A;Keen Eye;Sand Rush;Steadfast;2 Atk;Neutral;Field;N/A;90;Level 25, Day;
745;Dusk Lycanroc;75;117;65;55;65;110;487.0;Rock;N/A;Tough Claws;N/A;N/A;2 Atk;Neutral;N/A;N/A;N/A;Own Tempo Level 25, 7-7:59pm;
745;Midnight Lycanroc;85;115;75;55;75;82;487.0;Rock;N/A;Keen Eye;Vital Spirit;No Guard;2 Atk;Neutral;N/A;N/A;N/A;Level 25 Night;
746;S Wishiwashi;45;140;130;140;135;30;620.0;Water;N/A;Schooling;N/A;N/A;1 HP;Neutral;N/A;N/A;N/A;N;
746;Wishiwashi;45;20;20;25;25;40;175.0;Water;N/A;Schooling;N/A;N/A;1 HP;Neutral;Water 2;N/A;60;N;
747;Mareanie;50;53;62;43;52;45;305.0;Poison;Water;Merciless;Limber;Regenerator;1 Def;Neutral;Water 1;N/A;190;N/A;
748;Toxapex;50;63;152;53;142;35;495.0;Poison;Water;Merciless;Limber;Regenerator;2 Def;Neutral;Water 1;N/A;75;Level 38;
749;Mudbray;70;100;70;45;55;45;385.0;Ground;N/A;Own Tempo;Stamina;Inner Focus;1 Atk;Neutral;Field;N/A;190;N/A;
750;Mudsdale;100;125;100;55;85;35;500.0;Ground;N/A;Own Tempo;Stamina;Inner Focus;2 Atk;Neutral;Field;N/A;60;Level 30;
751;Dewpider;38;40;52;40;72;27;269.0;Water;Bug;Water Bubble;N/A;Water Absorb;1 SpD;Neutral;Water 1;Bug;200;N/A;
752;Araquanid;68;70;92;50;132;42;454.0;Water;Bug;Water Bubble;N/A;Water Absorb;2 SpD;Neutral;Water 1;Bug;100;Level 22;
753;Fomantis;40;55;35;50;35;35;250.0;Grass;N/A;Leaf Guard;N/A;Contrary;1 Atk;Neutral;Grass;N/A;190;N/A;
754;Lurantis;70;105;90;80;90;45;480.0;Grass;N/A;Leaf Guard;N/A;Contrary;2 Atk;Neutral;Grass;N/A;75;Level 34, Day;
755;Morelull;40;35;55;65;75;15;285.0;Grass;Fairy;Illuminate;Effect Spore;Rain Dish;1 SpD;Neutral;Grass;N/A;190;N/A;
756;Shiinotic;60;45;80;90;100;30;405.0;Grass;Fairy;Illuminate;Effect Spore;Rain Dish;2 SpD;Neutral;Grass;N/A;75;Level 24;
757;Salandit;48;44;40;71;40;77;320.0;Poison;Fire;Corrosion;N/A;Oblivious;1 Spd;M (87.5%);Monster;Dragon;120;N/A;
758;Salazzle;68;64;60;111;60;117;480.0;Poison;Fire;Corrosion;N/A;Oblivious;2 Spd;F (100%);Monster;Dragon;45;Level 33, Female Only;
759;Stufful;70;75;50;45;50;50;340.0;Normal;Fighting;Fluffy;Klutz;Cute Charm;1 Atk;Neutral;Field;N/A;140;N/A;
760;Bewear;120;125;80;55;60;60;500.0;Normal;Fighting;Fluffy;Klutz;Unnerve;2 Atk;Neutral;Field;N/A;70;Level 27;
761;Bounsweet;42;30;38;30;38;32;210.0;Grass;N/A;Leaf Guard;Oblivious;Sweet Veil;1 HP;F (100%);Grass;N/A;235;N/A;
762;Steenee;52;40;48;40;48;62;290.0;Grass;N/A;Leaf Guard;Oblivious;Sweet Veil;2 Spd;F (100%);Grass;N/A;120;Level 18;
763;Tsareena;72;120;98;50;98;72;510.0;Grass;N/A;Leaf Guard;Queenly Majesty;Sweet Veil;3 Atk;F (100%);Grass;N/A;45;Level Up, knows Stomo;
764;Comfey;51;52;90;82;110;100;485.0;Fairy;N/A;Flower Veil;Triage;Natural Cure;2 SpD;F (75%);Grass;N/A;60;N;
765;Oranguru;90;60;80;90;110;60;490.0;Normal;Psychic;Inner Focus;Telepathy;Symbiosis;2 SpD;Neutral;Field;N/A;45;N;
766;Passimian;100;120;90;40;60;80;490.0;Fighting;N/A;Receiver;N/A;Defiant;2 Atk;Neutral;Field;N/A;45;N;
767;Wimpod;25;35;40;20;30;80;230.0;Bug;Water;Wimp Out;N/A;N/A;1 Spd;Neutral;Bug;Water 3;90;N/A;
768;Golisopod;75;125;140;60;90;40;530.0;Bug;Water;Emergency Exit;N/A;N/A;2 Def;Neutral;Bug;Water 3;45;Level 30;
768;Mega Golisopod;75;150;175;70;120;40;630.0;Bug;Steel;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
769;Sandygast;55;55;80;70;45;15;320.0;Ghost;Ground;Water Compaction;N/A;Sand Veil;1 Def;Neutral;Amorphous;N/A;140;N/A;
770;Palossand;85;75;110;100;75;35;480.0;Ghost;Ground;Water Compaction;N/A;Sand Veil;2 Def;Neutral;Amorphous;N/A;60;Level 42;
771;Pyukumuku;55;60;130;30;130;5;410.0;Water;N/A;Innards Out;N/A;Unaware;2 SpD;Neutral;Water 1;N/A;60;N;
772;Type: Null;95;95;95;95;95;59;534.0;Normal;N/A;Battle Armor;N/A;N/A;2 HP;Neutral;-;N/A;3;N/A;
773;Silvally;95;95;95;95;95;95;570.0;Normal;N/A;RKS System;N/A;N/A;3 HP;Neutral;-;N/A;3;High Friendship;
774;Minior;60;60;100;60;100;60;440.0;Rock;Flying;Shields Down;N/A;N/A;1 Def, 1 SpD;Neutral;Mineral;N/A;30;N;
774;Minior Core;60;100;60;100;60;120;500.0;Rock;Flying;Shields Down;N/A;N/A;1 Atk, 1 SpA;N/A;N/A;N/A;N/A;N;
775;Komala;65;115;65;75;95;65;480.0;Normal;N/A;Comatose;N/A;N/A;2 Atk;Neutral;Field;N/A;45;N;
776;Turtonator;60;78;135;91;85;36;485.0;Fire;Dragon;Shell Armor;N/A;N/A;2 Def;Neutral;Monster;Dragon;70;N;
777;Togedemaru;65;98;63;40;73;96;435.0;Electric;Steel;Iron Barbs;Lightning Rod;Sturdy;2 Atk;Neutral;Field;Fairy;180;N;
778;Mimikyu;55;90;80;50;105;96;476.0;Ghost;Fairy;DIsguise;N/A;N/A;2 SpD;Neutral;Amorphous;N/A;45;N;
779;Bruxish;68;105;70;70;70;92;475.0;Water;Psychic;Dazzling;Strong Jaw;Wonder Skin;2 Atk;Neutral;Water 2;N/A;80;N;
780;Drampa;78;60;85;135;91;36;485.0;Normal;Dragon;Berserk;Sap Sipper;Cloud Nine;2 SpA;Neutral;Monster;Dragon;70;N;
780;Mega Drampa;78;85;110;160;116;36;585.0;Normal;Dragon;Berserk;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
781;Dhelmise;70;131;100;86;90;40;517.0;Ghost;Grass;Steelworker;N/A;N/A;2 Atk;N/A;Mineral;N/A;25;N;
782;Jangmo-o;45;55;65;45;45;45;300.0;Dragon;Fighting;Bulletproof;Soundproof;Overcoat;1 Def;Neutral;Dragon;N/A;45;N/A;
783;Hakamo-o;55;75;90;65;70;65;420.0;Dragon;Fighting;Bulletproof;Soundproof;Overcoat;2 Def;Neutral;Dragon;N/A;45;Level 35;
784;Kommo-o;75;110;125;100;105;85;600.0;Dragon;Fighting;Bulletproof;Soundproof;Overcoat;3 Def;Neutral;Dragon;N/A;45;Level 45;
785;Tapu Koko;70;115;85;95;75;130;570.0;Electric;Fairy;Electric Surge;N/A;Telepathy;3 Spd;N/A;-;N/A;3;N;
786;Tapu Lele;70;85;75;130;115;95;570.0;Psychic;Fairy;Psychic Surge;N/A;Telepathy;3 SpA;N/A;-;N/A;3;N;
787;Tapu Bulu;70;130;115;85;95;75;570.0;Grass;Fairy;Grassy Surge;N/A;Telepathy;3 Atk;N/A;-;N/A;3;N;
788;Tapu Fini;70;75;115;95;130;85;570.0;Water;Fairy;Misty Surge;N/A;Telepathy;3 SpD;N/A;-;N/A;3;N;
789;Cosmog;43;29;31;29;31;37;200.0;Psychic;N/A;Unaware;N/A;N/A;1 HP;N/A;-;N/A;45;N/A;
790;Cosmoem;43;29;131;29;131;37;400.0;Psychic;N/A;Sturdy;N/A;N/A;1 Def, 1 SpD;N/A;-;N/A;45;Level 43;
791;Solgaleo;137;137;107;113;89;97;680.0;Psychic;Steel;Full Metal Body;N/A;N/A;3 Atk;N/A;-;N/A;45;Level 53 (Sun, U-Sun, Sword);
792;Lunala;137;113;89;137;107;97;680.0;Psychic;Ghost;Shadow Shield;N/A;N/A;3 SpA;N/A;-;N/A;45;Level 53 (Moon, U-Moon, Shield);
793;Nihilego;109;53;47;127;131;103;570.0;Rock;Poison;Beast Boost;N/A;N/A;3 SpD;N/A;-;N/A;45;N;
794;Buzzwole;107;139;139;53;53;79;570.0;Bug;Fighting;Beast Boost;N/A;N/A;1 Atk, 2 Def;N/A;-;N/A;45;N;
795;Pheromosa;71;137;37;137;37;151;570.0;Bug;Fighting;Beast Boost;N/A;N/A;3 Spd;N/A;-;N/A;45;N;
796;Xurkitree;83;89;71;173;71;83;570.0;Electric;N/A;Beast Boost;N/A;N/A;3 SpA;N/A;-;N/A;45;N;
797;Celesteela;97;101;103;107;101;61;570.0;Steel;Flying;Beast Boost;N/A;N/A;1 Atk, 1 Def, 1 SpA;N/A;-;N/A;45;N;
798;Kartana;59;181;131;59;31;109;570.0;Grass;Steel;Beast Boost;N/A;N/A;3 Atk;N/A;-;N/A;45;N;
799;Guzzlord;223;101;53;97;53;43;570.0;Dragon;Dark;Beast Boost;N/A;N/A;3 HP;N/A;-;N/A;45;N;
800;DM Necrozma;97;157;127;113;109;77;680.0;Psychic;Steel;Prism Armor;N/A;N/A;3 Atk;N/A;N/A;N/A;N/A;N;
800;DW Necrozma;97;113;109;157;127;77;680.0;Psychic;Ghost;Prism Armor;N/A;N/A;3 SpA;N/A;N/A;N/A;N/A;N;
800;Necrozma;97;107;101;127;89;79;600.0;Psychic;N/A;Prisim Armor;N/A;N/A;1 Atk, 2 SpA;N/A;-;N/A;255;N;
800;U Necrozma;97;167;97;167;97;129;754.0;Psychic;Dragon;Neuroforce;N/A;N/A;1 Atk, 1 SpA, 1 Spd;N/A;N/A;N/A;N/A;N;
801;Magearna;80;95;115;130;115;65;600.0;Steel;Fairy;Soul Heart;N/A;N/A;3 SpA;N/A;-;N/A;3;N;
801;Mega Magearna;80;125;115;170;115;95;700.0;Steel;Fairy;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
802;Marshadow;90;125;80;90;90;125;600.0;Fighting;Ghost;Technician;N/A;N/A;2 Atk;N/A;-;N/A;3;N;
803;Poipole;67;73;67;73;67;73;420.0;Poison;N/A;Beast Boost;N/A;N/A;1 Spd;N/A;-;N/A;45;N/A;
804;Naganadel;73;73;73;127;73;121;540.0;Poison;Dragon;Beast Boost;N/A;N/A;3 SpA;N/A;-;N/A;45;Level Up, Knows Dragon Pulse;
805;Stakataka;61;131;211;53;101;13;570.0;Rock;Steel;Beast Boost;N/A;N/A;3 Def;N/A;-;N/A;30;N;
806;Blacephalon;53;127;53;151;79;107;570.0;Fire;Ghost;Beast Boost;N/A;N/A;3 SpA;N/A;-;N/A;30;N;
807;Mega Zeraora;88;157;75;147;80;153;700.0;Electric;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
807;Zeraora;88;112;75;102;80;143;600.0;Electric;N/A;Volt Absorb;N/A;N/A;3 Spd;N/A;-;N/A;3;N;
808;Meltan;46;65;65;55;35;34;300.0;Steel;N/A;Magnet Pull;N/A;N/A;1 Atk;N/A;-;N/A;3;N/A;
809;Melmetal;135;143;143;80;65;34;600.0;Steel;N/A;Iron Fist;N/A;N/A;3 Atk;N/A;-;N/A;3;400 Meltan Candy (GO Only);
810;Grookey;50;65;50;40;40;65;310.0;Grass;N/A;Overgrow;N/A;Grassy Surge;1 Atk;M (87.5%);Field;Grass;45;N/A;
811;Thwackey;70;85;70;55;60;80;420.0;Grass;N/A;Overgrow;N/A;Grassy Surge;2 Atk;M (87.5%);Field;Grass;45;Level 16;
812;Rillaboom;100;125;90;60;70;85;530.0;Grass;N/A;Overgrow;N/A;Grassy Surge;3 Atk;M (87.5%);Field;Grass;45;Level 35;
813;Scorbunny;50;71;40;40;40;69;310.0;Fire;N/A;Blaze;N/A;Libero;1 Spd;M (87.5%);Field;Human-like;45;N/A;
814;Raboot;65;86;60;55;60;94;420.0;Fire;N/A;Blaze;N/A;Libero;2 Spd;M (87.5%);Field;Human-like;45;Level 16;
815;Cinderace;80;116;75;65;75;119;530.0;Fire;N/A;Blaze;N/A;Libero;3 Spd;M (87.5%);Field;Human-like;45;Level 35;
816;Sobble;50;40;40;70;40;70;310.0;Water;N/A;Torrent;N/A;Sniper;1 SpD, 1 Spd;M (87.5%);Water 1;Field;45;N/A;
817;Drizzile;65;60;55;95;55;90;420.0;Water;N/A;Torrent;N/A;Sniper;2 SpA;M (87.5%);Water 1;Field;45;Level 16;
818;Inteleon;70;85;65;125;65;120;530.0;Water;N/A;Torrent;N/A;Sniper;3 Spd;M (87.5%);Water 1;Field;45;Level 35;
819;Skwovet;70;55;55;35;35;25;275.0;Normal;N/A;Cheek Pouch;N/A;Gluttony;1 HP;Neutral;Field;N/A;255;N/A;
820;Greedent;120;95;95;55;75;20;460.0;Normal;N/A;Cheek Pouch;N/A;Gluttony;2 HP;Neutral;Field;N/A;90;Level 24;
821;Rookidee;38;47;35;33;35;57;245.0;Flying;N/A;Keen Eye;Unnerve;Big Pecks;1 Spd;Neutral;Flying;N/A;255;N/A;
822;Corvisquire;68;67;55;43;55;77;365.0;Flying;N/A;Keen Eye;Unnerve;Big Pecks;2 Spd;Neutral;Flying;N/A;120;Level 18;
823;Corviknight;98;87;105;53;85;67;495.0;Flying;Steel;Pressure;Unnerve;Mirror Armor;3 Def;Neutral;Flying;N/A;45;Level 38;
824;Blipibug;25;20;20;25;45;45;180.0;Bug;N/A;Swarm;Compound Eyes;Telepathy;1 SpD;Neutral;Bug;N/A;255;N/A;
825;Dottler;50;35;80;50;90;30;335.0;Bug;N/A;Swarm;Compound Eyes;Telepathy;2 SpD;Neutral;Bug;N/A;120;Level 10;
826;Orbeetle;60;45;110;80;120;90;505.0;Bug;Psychic;Swarm;Frisk;Telepathy;3 SpD;Neutral;Bug;N/A;45;Level 30;
827;Nickit;40;28;28;47;52;50;245.0;Dark;N/A;Run Away;Unburden;Stakeout;1 SpD;Neutral;Field;N/A;255;N/A;
828;Theivul;70;58;58;87;92;90;455.0;Dark;N/A;Run Away;Unburden;Stakeout;2 SpD;Neutral;Field;N/A;127;Level 18;
829;Gossifleur;40;40;60;40;60;10;250.0;Grass;N/A;Cotton Down;Regenerator;Effect Spore;1 SpD;Neutral;Grass;N/A;190;N/A;
830;Eldegoss;60;50;90;80;120;60;460.0;Grass;N/A;Cotton Down;Regenerator;Effect Spore;2 SpD;Neutral;Grass;N/A;75;Level 20;
831;Wooloo;42;40;55;40;45;48;270.0;Normal;N/A;Fluffy;Run Away;Bulletproof;1 Def;Neutral;Field;N/A;255;N/A;
832;Dubwool;72;80;100;60;90;88;490.0;Normal;N/A;Fluffy;Steadfast;Bulletproof;2 Def;Neutral;Field;N/A;127;Level 24;
833;Chewtle;50;64;50;38;38;44;284.0;Water;N/A;Strong Jaw;Shell Armor;Swift Swim;1 Atk;Neutral;Monster;Water 1;255;N/A;
834;Drednaw;90;115;90;48;68;74;485.0;Water;Rock;Strong Jaw;Shell Armor;Swift Swim;2 Atk;Neutral;Monster;Water 1;75;Level 22;
835;Yamper;59;45;50;40;50;26;270.0;Electric;N/A;Ball Fetch;N/A;Rattled;1 HP;Neutral;Field;N/A;255;N/A;
836;Boltund;69;90;60;90;60;121;490.0;Electric;N/A;Strong Jaw;N/A;Competitive;2 Spd;Neutral;Field;N/A;45;Level 25;
837;Rolycoly;30;40;50;40;50;30;240.0;Rock;N/A;Steam Engine;Heatproof;Flash Fire;1 Def;Neutral;Mineral;N/A;255;N/A;
838;Carkol;80;60;90;60;70;50;410.0;Rock;Fire;Steam Engine;Flame Body;Flash Fire;2 Def;Neutral;Mineral;N/A;120;Level 18;
839;Coalossal;110;80;120;80;90;30;510.0;Rock;Fire;Steam Engine;Flame Body;Flash Fire;3 Def;Neutral;Mineral;N/A;45;Level 34;
840;Applin;40;40;80;40;40;20;260.0;Grass;Dragon;Ripen;Gluttony;Bulletproof;1 Def;Neutral;Grass;Dragon;255;N/A;
841;Flapple;70;110;80;95;60;70;485.0;Grass;Dragon;Ripen;Gluttony;Hustle;2 Atk;Neutral;Grass;Dragon;45;Tart Apple;
842;Applerun;110;85;80;100;80;30;485.0;Grass;Dragon;Ripen;Gluttony;Thick Fat;2 HP;Neutral;Grass;Dragon;45;Sweet Apple;
843;Silicobra;52;57;75;35;50;46;315.0;Ground;N/A;Sand Spit;Shed Skin;Sand Veil;1 Def;Neutral;Field;Dragon;255;N/A;
844;Sandaconda;72;107;125;65;70;71;510.0;Ground;N/A;Sand Spit;Shed Skin;Sand Veil;2 Def;Neutral;Field;Dragon;120;Level 36;
845;Cramorant;70;85;55;85;95;85;475.0;Flying;Water;Gulp Missile;N/A;N/A;2 SpD;Neutral;Water 1;Flying;45;N;
846;Arrokuda;41;63;40;40;30;66;280.0;Water;N/A;Swift Swim;N/A;Propeller Tail;1 Spd;Neutral;Water 2;N/A;255;N/A;
847;Barraskewda;61;123;60;60;50;136;490.0;Water;N/A;Swift Swim;N/A;Propeller Tail;2 Spd;Neutral;Water 2;N/A;60;Level 26;
848;Toxel;40;38;35;54;35;40;242.0;Electric;Poison;Rattled;Static;Klutz;1 SpA;Neutral;-;N/A;75;N/A;
849;Toxtricity A;75;98;70;114;70;75;502.0;Electric;Poison;Punk Rock;Plus;Flame Body;2 SpA;Neutral;Human-like;N/A;45;Level 30, Hardy, Brave, Adamant, Naughty, Docile, Impish, Lax, Hasty, Jolly, Naive, Rash, Sassy, or Quirky.;
849;Toxtricity Low;75;98;70;114;70;75;502.0;Poison;Electric;Punk Rock;Minus;Technician;2 SpA;Neutral;N/A;N/A;N/A;Level 30, Lonely, Bold, Relaxed, Timid, Serious, Modest, Mild, Quiet, Bashful, Calm, Gentle, or Careful.;
850;Sizzlipede;50;65;45;50;50;45;305.0;Fire;Bug;Flash Fire;White Smoke;Flame Body;1 Atk;Neutral;Bug;N/A;190;N/A;
851;Centiskorch;100;115;65;90;90;65;525.0;Fire;Bug;Flash Fire;White Smoke;Flame Body;2 Atk;Neutral;Bug;N/A;75;Level 28;
852;Clobbopus;50;68;60;50;50;32;310.0;Fighting;N/A;Limber;N/A;Technician;1 Atk;Neutral;Water 1;Human-like;180;N/A;
853;Grapploct;80;118;90;70;80;42;480.0;Fighting;N/A;Limber;N/A;Technician;2 Atk;Neutral;Water 1;Human-like;45;Level Up, Knows Taunt;
854;Sinistea;40;45;45;74;54;50;308.0;Ghost;N/A;Weak Armor;N/A;Cursed Body;1 SpA;N/A;Mineral;Amorphous;120;N/A;
855;Polteageist;60;65;65;134;114;70;508.0;Ghost;N/A;Weak Armor;N/A;Cursed Body;2 SpA;N/A;Mineral;Amorphous;60;Cracked or Chipped Pot;
856;Hatenna;42;30;45;56;53;39;265.0;Psychic;N/A;Healer;Anticipation;Magic Bounce;1 SpA;F (100%);Fairy;N/A;235;N/A;
857;Hattrem;57;40;65;86;73;49;370.0;Psychic;N/A;Healer;Anticipation;Magic Bounce;2 SpA;F (100%);Fairy;N/A;120;Level 32;
858;Hatterene;57;90;95;136;103;29;510.0;Psychic;Fairy;Healer;Anticipation;Magic Bounce;3 SpA;F (100%);Fairy;N/A;45;Level 42;
859;Impidimp;45;45;30;55;40;50;265.0;Dark;Fairy;Prankster;Frisk;Pickpocket;1 SpA;M (100%);Fairy;Human-like;255;N/A;
860;Morgrem;65;60;45;75;55;70;370.0;Dark;Fairy;Prankster;Frisk;Pickpocket;2 SpA;M (100%);Fairy;Human-like;120;Level 32;
861;Grimmsnarl;95;120;65;95;75;60;510.0;Dark;Fairy;Prankster;Frisk;Pickpocket;3 Atk;M (100%);Fairy;Human-like;45;Level 42;
862;Obstagoon;93;90;101;60;81;95;520.0;Dark;Normal;Reckless;Guts;Defiant;3 Def;Neutral;Field;N/A;45;Level 35, Night;
863;Perrserker;70;110;100;50;60;50;440.0;Steel;N/A;Battle Armor;Tough Claws;Steely Spirit;2 Atk;Neutral;Field;N/A;90;Level 28;
864;Cursola;60;95;50;145;130;30;510.0;Ghost;N/A;Weak Armor;N/A;Perish Body;2 SpA;F (75%);Water 1;Water 3;30;Level 38;
865;Sirfetch'd;62;135;95;68;82;65;507.0;Fighting;N/A;Steadfast;N/A;Scrappy;2 Atk;Neutral;Flying;Field;45;Land 3 Criticals in a battle;
866;Mr. Rime;80;85;75;110;100;70;520.0;Ice;Fairy;Tangled Feet;Screen Cleaner;Ice Body;3 SpA;Neutral;Human-like;N/A;45;Level 42;
867;Runerigus;58;95;145;50;105;30;483.0;Ground;Ghost;Wandering Spirit;N/A;N/A;2 Def;Neutral;Mineral;Amorphous;90;-49 HP w/out Faint, Dusty Bowl;
868;Milcrey;45;40;40;50;61;34;270.0;Fairy;N/A;Sweet Veil;N/A;Aroma Veil;1 SpD;F (100%);Fairy;Amorphous;200;N/A;
869;Alcremie;65;60;75;110;121;64;495.0;Fairy;N/A;Sweet Veil;N/A;Aroma Veil;2 SpD;F (100%);Fairy;Amorphous;100;Spin Time, Time of Day, Item Dependant;
870;Falinks;65;100;100;70;60;75;470.0;Fighting;N/A;Battle Armor;N/A;Defiant;2 Atk, 1 SpD;N/A;Fairy;Mineral;45;N;
871;Mega Falinks;65;135;135;70;65;100;570.0;Fighting;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
871;Pinurchin;48;101;95;91;85;15;435.0;Electric;N/A;Lightning Rod;N/A;Electric Surge;2 Atk;Neutral;Water 1;Amorphous;75;N;
872;Snom;30;25;35;45;30;20;185.0;Ice;Bug;Shield Dust;N/A;Ice Scales;1 SpA;Neutral;Bug;N/A;190;N/A;
873;Frosmoth;70;65;60;125;90;65;475.0;Ice;Bug;Shield Dust;N/A;Ice Scales;2 SpA;Neutral;Bug;N/A;75;High Friendship, Night;
874;Stonjourner;100;125;135;20;20;70;470.0;Rock;N/A;Power Spot;N/A;N/A;2 Def;Neutral;Mineral;N/A;60;N;
875;Eiscue;75;80;110;65;90;50;470.0;Ice;N/A;Ice Face;N/A;N/A;2 Def;Neutral;Water 1;Field;60;N;
875;Eiscue No Ice;75;80;70;65;50;130;470.0;Ice;N/A;Ice Face;N/A;N/A;2 Def;Neutral;N/A;N/A;N/A;N;
876;F Indeedee;70;55;65;95;105;85;475.0;Psychic;Normal;Own Tempo;Synchronize;Psychic Surge;2 SpD;M (100%);N/A;N/A;N/A;N;
876;M Indeedee;60;65;55;105;95;95;475.0;Psychic;N/A;Inner Focus;Synchronize;Psychic Surge;2 SpA;M (100%);Fairy;N/A;30;N;
877;Morpeko;58;95;58;70;58;97;436.0;Electric;Dark;Hunger Switch;N/A;N/A;2 Spd;Neutral;Field;Fairy;180;N;
878;Cufant;72;80;49;40;49;40;330.0;Steel;N/A;Sheer Force;N/A;Heavy Metal;1 Atk;Neutral;Field;Mineral;190;N/A;
879;Copperajah;122;130;69;80;69;30;500.0;Steel;N/A;Sheer Force;N/A;Heavy Metal;2 Atk;Neutral;Field;Mineral;90;Level 34;
880;Dracozolt;90;100;90;80;70;75;505.0;Electric;Dragon;Volt Absorb;Hustle;Sand Rush;2 Atk;N/A;-;N/A;45;N;
881;Arctozolt;90;100;90;90;80;55;505.0;Electric;Ice;Volt Absorb;Static;Slush Rush;2 Atk;N/A;-;N/A;45;N;
882;Dracovish;90;90;100;70;80;75;505.0;Water;Dragon;Water Absorb;Strong Jaw;Sand Rush;2 Def;N/A;-;N/A;45;N;
883;Arctovish;90;90;100;80;90;55;505.0;Water;Ice;Water Absorb;Ice Body;Slush Rush;2 Def;N/A;-;N/A;45;N;
